"Product","Blackbox flight data recorder by Nicholas Sherlock"
50148,18702002,18,3,1,-6,4,-27,1,7,0,0,0,1,1,-3,1326,0,0,-1,325,377,226,757,-12,-2,-2,-16,-3,1,78,-139,1957,1,0,0,33,0,0,0,1999,822,672,776,819,1729,1463,1579,1626,1,0,0,1,1,-0.016234631750861296,-0.021474489271181865,5.549273467661941,13,14,-26,0,0,-1,32.5,12,2,1
50152,18702995,20,2,1,-6,4,-27,12,3,0,0,0,1,1,-3,1326,0,0,-1,325,377,226,757,-13,-1,-2,6,-3,-6,87,-190,1989,1,0,0,33,0,0,0,1999,787,659,789,853,1744,1463,1583,1639,1,0,0,1,1,-0.01658698840914212,-0.021528280718421094,5.549313340753823,26,9,-26,0,0,-1,32.5,13,1,1
50156,18703986,14,6,1,-6,4,-27,5,7,0,0,0,1,1,-2,1326,0,0,-2,325,377,226,757,-9,-3,-3,-11,-9,2,102,-198,1957,1,0,0,33,0,0,0,1999,828,667,781,812,1744,1474,1579,1639,1,0,0,1,1,-0.01687583302338756,-0.021629525784130337,5.549369293179876,13,17,-26,0,0,-2,32.5,9,3,1
50160,18704978,3,4,1,-5,4,-27,-22,6,0,0,0,1,1,-2,1326,0,0,-2,325,377,226,757,-2,-2,-2,27,2,-6,101,-193,1979,1,0,0,33,0,0,0,1999,895,741,707,745,1729,1474,1567,1630,1,0,0,1,1,-0.01703937600547657,-0.02171189912004574,5.549408067381365,-24,14,-26,0,0,-2,32.5,2,2,0
50164,18705971,1,6,1,-5,4,-27,-36,8,0,0,0,1,1,-2,1326,0,0,-1,325,377,226,757,0,-4,-2,-27,-7,-5,104,-182,1980,1,0,0,33,0,0,0,1999,933,764,684,708,1739,1467,1583,1630,1,0,0,1,1,-0.017159145025010876,-0.021831205950533637,5.54944550519889,-40,18,-26,0,0,-1,32.5,0,4,1
50168,18707085,0,3,1,-5,5,-27,-35,2,0,0,0,1,1,-2,1326,0,0,-1,325,377,226,757,1,-1,-2,34,6,-1,93,-146,1997,1,0,0,33,0,0,0,1999,915,781,666,726,1739,1463,1579,1626,1,0,0,1,1,-0.01722970427062453,-0.021891375425239935,5.549486820775422,-40,10,-26,0,0,-1,32.5,-1,1,1
50172,18708074,-2,2,1,-5,5,-27,-32,-4,0,0,0,1,0,-2,1326,0,0,-1,326,370,226,757,2,-1,-3,-27,-6,-5,82,-133,2018,1,0,0,33,0,0,0,1999,903,796,655,740,1739,1463,1567,1626,1,0,0,1,1,-0.017273950699686083,-0.021940185904390258,5.549541096707565,-39,3,-26,0,0,-1,32.6,-2,1,2
50176,18709066,-9,-1,2,-6,5,-26,-36,-9,0,0,0,1,0,-2,1327,0,0,-1,327,370,226,757,6,1,-3,43,6,3,85,-106,1979,1,0,0,33,0,0,0,1999,909,832,625,737,1744,1463,1592,1630,1,0,0,1,1,-0.01722746371090271,-0.021957546963274264,5.549594495028168,-51,-5,-24,0,0,-1,32.7,-6,-1,2
50180,18710058,-13,-1,2,-6,5,-26,-42,-11,0,0,0,1,0,-2,1327,0,0,-1,327,370,226,757,9,0,-3,-11,1,-7,97,-122,2025,1,0,0,33,0,0,0,1999,924,858,604,721,1744,1467,1579,1617,1,0,0,1,1,-0.017141567194410734,-0.022001084111920383,5.549647714231766,-61,-7,-24,0,0,-1,32.7,-9,0,2
50184,18711052,-16,-2,2,-6,5,-26,-42,-10,0,0,0,1,0,-2,1327,0,0,-1,326,370,232,757,11,2,-3,31,0,-1,97,-122,2025,1,0,0,33,0,0,0,1999,926,865,593,714,1744,1478,1554,1604,1,0,0,1,1,-0.017020844027892803,-0.022009910858070213,5.549701642457215,-64,-7,-24,0,0,-1,32.6,-11,-2,2
50188,18712042,-18,-2,2,-6,5,-26,-39,-11,0,0,0,1,0,-2,1326,0,0,-1,326,370,232,757,13,1,-3,10,5,-3,116,-99,2062,1,0,0,33,0,0,0,1999,922,863,593,713,1739,1456,1519,1592,1,0,0,1,1,-0.016847393694301254,-0.022050882950775775,5.549752674645734,-63,-8,-24,0,0,-1,32.6,-13,-1,2
50192,18713040,-16,-2,3,-6,4,-26,-28,-7,0,0,0,1,0,-2,1325,0,0,-1,325,370,232,757,11,1,-3,-3,-3,-5,114,-92,2080,1,0,0,33,0,0,0,1999,903,830,624,728,1744,1500,1542,1596,1,0,0,1,1,-0.0167012541472648,-0.02208969972865734,5.54980391170313,-50,-5,-23,0,0,-1,32.5,-11,-1,2
50196,18714030,-18,-3,3,-7,4,-26,-20,-8,0,0,0,1,1,-2,1325,0,0,-1,324,370,232,757,13,2,-4,22,2,-5,130,-92,2122,1,0,0,33,0,0,0,1999,886,823,632,742,1760,1485,1554,1579,1,0,0,1,1,-0.016521452142575367,-0.02212385491400372,5.549871313099527,-45,-7,-23,0,0,-1,32.4,-13,-2,3
50200,18715025,-15,-2,3,-7,4,-26,-12,-4,0,0,0,1,1,-2,1326,0,0,-1,325,370,232,757,11,1,-4,-22,-5,-2,125,-93,2166,1,0,0,33,0,0,0,1999,876,798,660,752,1754,1519,1523,1592,1,0,0,1,1,-0.016375719278412592,-0.02217024687908793,5.549939195444714,-34,-2,-23,0,0,-1,32.5,-11,-1,3
50204,18716014,-9,-2,3,-7,4,-26,6,-4,0,0,0,1,0,-2,1326,0,0,-1,325,370,232,758,7,2,-4,15,3,-1,123,-85,2143,1,0,0,33,0,0,0,1999,832,752,709,798,1754,1496,1519,1596,1,0,0,1,1,-0.016294116583978887,-0.02219820723677632,5.550006639606063,-10,-2,-23,0,0,-1,32.5,-7,-2,3
50208,18717009,-2,0,3,-7,4,-26,25,2,0,0,0,1,0,-2,1326,0,0,-1,326,370,232,758,2,0,-3,8,6,-6,123,-85,2143,1,0,0,33,0,0,0,1999,796,688,773,835,1754,1523,1500,1596,1,0,0,1,1,-0.016298983614179526,-0.022260297050638,5.550056578755397,16,6,-23,0,0,-1,32.6,-2,0,2
50212,18717998,-3,-2,3,-7,4,-26,31,1,0,0,0,1,0,-2,1326,0,0,-1,326,370,232,758,3,1,-4,7,3,-5,115,-72,2130,1,0,0,33,0,0,0,1999,784,684,778,847,1744,1485,1508,1587,1,0,0,1,1,-0.01627604107136064,-0.022299060479454756,5.550123569329438,21,3,-23,0,0,-1,32.6,-3,-1,3
50216,18719117,-7,-2,4,-7,4,-25,16,0,0,0,0,1,0,-2,1326,0,0,-1,326,370,232,758,5,1,-4,2,9,-3,112,-65,2090,1,0,0,33,0,0,0,1999,816,724,740,813,1744,1508,1519,1587,1,0,0,1,1,-0.016201982433839753,-0.022333921213462112,5.550199482227263,2,2,-21,0,0,-1,32.6,-5,-1,3
50220,18720106,0,-4,3,-7,4,-25,17,-4,0,0,0,1,0,-3,1326,0,0,-1,325,370,232,758,1,3,-3,-24,-3,-4,109,-52,2057,1,0,0,33,0,0,0,1999,789,720,742,839,1754,1511,1531,1587,1,0,0,1,1,-0.016198748265136103,-0.022334267056298162,5.550249060450047,10,-4,-22,0,0,-1,32.5,-1,-3,2
50224,18721101,6,-4,3,-7,4,-25,28,-5,0,0,0,1,0,-3,1325,0,0,-2,324,370,232,758,-4,3,-4,4,2,-5,100,-42,2012,1,0,0,33,0,0,0,1999,752,686,770,872,1744,1511,1523,1583,1,0,0,1,1,-0.01627417645221417,-0.022328099068898925,5.550316341025615,27,-5,-22,0,0,-2,32.4,4,-3,2
50228,18722090,10,-3,3,-7,4,-25,40,-4,0,0,0,0,1,-3,1324,0,0,-2,323,370,232,758,-6,2,-4,-26,-2,-5,86,-37,1971,1,0,0,33,0,0,0,1999,724,653,801,898,1754,1508,1531,1592,1,0,0,1,1,-0.016380027326317742,-0.022328861327934907,5.550383517707039,43,-3,-22,0,0,-2,32.3,6,-2,2
50232,18723082,4,-5,3,-7,4,-25,25,-4,0,0,0,0,1,-3,1325,0,0,-2,324,370,232,758,-2,3,-4,30,9,-1,81,-43,1927,1,0,0,33,0,0,0,1999,762,695,761,862,1754,1519,1542,1592,1,0,0,1,1,-0.016422331795145056,-0.022308976341550126,5.550451798959963,22,-5,-22,0,0,-2,32.4,2,-3,2
50236,18724074,7,-4,3,-7,4,-25,18,-5,0,0,0,1,1,-3,1325,0,0,-2,324,370,232,758,-5,3,-4,-26,3,-5,85,-47,1925,1,0,0,33,0,0,0,1999,769,705,751,856,1739,1511,1542,1592,1,0,0,1,1,-0.016519709510052546,-0.022292416814072662,5.550520027828976,18,-5,-22,0,0,-2,32.4,5,-3,2
50240,18725192,6,-4,3,-7,4,-25,13,-3,0,0,0,1,1,-3,1324,0,0,-2,324,370,232,758,-4,3,-4,7,0,-2,63,-46,1881,1,0,0,33,0,0,0,1999,784,709,744,840,1744,1508,1523,1587,1,0,0,1,1,-0.01660801713960938,-0.02225237312303408,5.550598489205665,12,-3,-22,0,0,-2,32.4,4,-3,2
50244,18726180,17,0,3,-7,4,-25,24,4,0,0,0,1,1,-1,1324,0,0,-2,323,370,232,758,-11,0,-3,-29,1,-3,65,-60,1898,1,0,0,33,0,0,0,1999,763,645,807,859,1739,1489,1535,1596,1,0,0,1,1,-0.016819405362522816,-0.02227172122137759,5.550650263820852,34,8,-22,0,0,-2,32.3,11,0,1
50248,18727174,18,0,2,-6,4,-25,34,9,0,0,0,1,1,-1,1324,0,0,-1,323,370,232,758,-12,1,-3,-9,2,0,54,-77,1858,1,0,0,33,0,0,0,1999,749,617,837,872,1729,1496,1542,1592,1,0,0,1,1,-0.017063304456076175,-0.02226551804608331,5.550704214977577,46,13,-23,0,0,-1,32.3,12,-1,2
50252,18728164,17,-2,3,-6,4,-25,26,5,0,0,0,1,0,-3,1324,0,0,-1,324,371,232,758,-11,1,-3,-18,0,-5,79,-69,1885,1,0,0,33,0,0,0,1999,755,645,810,866,1729,1489,1535,1592,1,0,0,1,1,-0.01728187141869897,-0.022279239033923304,5.550755920809183,37,7,-22,0,0,-1,32.4,11,-1,2
50256,18729161,16,-3,2,-6,4,-24,16,2,0,0,0,1,0,-3,1325,0,0,-1,324,371,232,758,-10,2,-2,4,2,0,69,-67,1868,1,0,0,33,0,0,0,1999,770,675,782,855,1709,1474,1546,1600,1,0,0,1,1,-0.017483061467775392,-0.022267341565572505,5.550791406180891,26,3,-22,0,0,-1,32.4,10,-2,1
50260,18730148,14,-2,2,-6,4,-24,5,0,0,0,0,1,0,-3,1325,0,0,-2,325,371,232,758,-9,1,-3,-6,-2,-5,69,-67,1868,1,0,0,33,0,0,0,1999,794,699,758,834,1685,1478,1554,1604,1,0,0,1,1,-0.017664638354209162,-0.022273314921605916,5.550843449492117,13,2,-22,0,0,-2,32.5,9,-1,1
50264,18731144,12,0,1,-6,4,-24,-1,6,0,0,0,1,0,-3,1325,0,0,-2,325,371,230,758,-8,0,-2,2,4,0,73,-56,1869,1,0,0,33,0,0,0,1999,824,698,756,809,1695,1467,1554,1604,1,0,0,1,1,-0.017821416483548274,-0.02229942600094679,5.550877417610925,5,10,-23,0,0,-2,32.5,8,0,0
50268,18732134,9,-2,1,-5,4,-24,-11,2,0,0,0,1,0,-3,1325,0,0,-2,325,371,230,758,-5,1,-3,-5,0,-6,67,-43,1883,1,0,0,33,0,0,0,1999,839,732,720,795,1700,1456,1567,1604,1,0,0,1,1,-0.01791419697338488,-0.022303430323185654,5.550928455005716,-7,4,-23,0,0,-2,32.5,5,-1,1
50272,18733130,6,-3,1,-5,4,-24,-17,-1,0,0,0,1,0,-3,1324,0,0,-2,324,371,230,758,-3,2,-3,3,1,-3,80,-35,1891,1,0,0,33,0,0,0,1999,847,757,694,781,1695,1453,1579,1604,1,0,0,1,1,-0.017966005525575108,-0.02230041326911026,5.550978855216078,-16,0,-23,0,0,-2,32.4,3,-2,1
50276,18734119,-2,-2,1,-5,4,-24,-30,-2,0,0,0,1,1,-1,1324,0,0,-2,324,371,230,758,2,1,-3,-2,-1,0,76,-10,1929,1,0,0,33,0,0,0,1999,884,798,654,743,1695,1453,1554,1613,1,0,0,1,1,-0.01791031045613434,-0.02231093650737704,5.551027518651729,-37,0,-23,0,0,-2,32.4,-2,-1,1
50280,18735114,-6,2,2,-5,4,-24,-40,6,0,0,0,1,1,-1,1325,0,0,-1,324,371,230,758,4,-1,-3,5,0,-8,81,22,1932,1,0,0,33,0,0,0,1999,932,804,654,693,1685,1478,1554,1617,1,0,0,1,1,-0.017793732210006883,-0.0223600376482747,5.551073864584677,-51,12,-22,0,0,-1,32.4,-4,1,2
50284,18736103,-6,0,2,-5,4,-24,-37,5,0,0,0,1,0,-2,1325,0,0,-1,325,371,230,758,5,1,-2,23,11,3,61,30,1954,1,0,0,33,0,0,0,1999,918,806,654,706,1685,1456,1571,1613,1,0,0,1,1,-0.017654067167258636,-0.022357508723753028,5.551104134790226,-48,9,-22,0,0,-1,32.5,-5,-1,1
50288,18737097,-7,-2,3,-6,4,-24,-31,-1,0,0,0,1,0,-2,1324,0,0,-1,324,371,230,758,5,2,-3,-14,-2,-5,61,30,1954,1,0,0,33,0,0,0,1999,894,813,648,726,1695,1478,1558,1600,1,0,0,1,1,-0.017513788063433965,-0.022337881713417575,5.551152245662315,-44,1,-21,0,0,-1,32.4,-5,-2,2
50292,18738211,-6,-5,2,-6,4,-24,-21,-8,0,0,0,1,0,-1,1324,0,0,-1,324,371,230,758,4,3,-2,16,7,3,53,52,1938,1,0,0,33,0,0,0,1999,854,808,652,766,1709,1463,1542,1596,1,0,0,1,1,-0.017365288420723463,-0.022288247398699234,5.551186941200467,-33,-9,-22,0,0,-1,32.4,-4,-3,1
50296,18739203,-6,-3,2,-6,4,-24,-12,-7,0,0,0,1,0,-1,1325,0,0,-1,325,371,230,758,4,2,-3,-9,-3,-5,50,87,1945,1,0,0,33,0,0,0,1999,844,788,674,778,1700,1474,1519,1596,1,0,0,1,1,-0.01719664898978082,-0.022260014948529822,5.551232614039036,-24,-6,-22,0,0,-1,32.5,-4,-2,2
50300,18740195,-8,-5,2,-6,4,-24,-11,-6,0,0,0,1,0,-3,1325,0,0,-1,325,371,230,758,6,3,-2,19,2,-3,36,97,1930,1,0,0,33,0,0,0,1999,845,793,670,777,1709,1500,1531,1583,1,0,0,1,1,-0.01698614152680446,-0.022203116967791342,5.551261632241954,-25,-7,-22,0,0,-1,32.5,-6,-3,1
50304,18741191,-11,-4,2,-6,4,-24,-16,-6,0,0,0,1,0,-3,1324,0,0,-1,324,371,230,758,8,3,-3,4,3,-1,22,83,1931,1,0,0,33,0,0,0,1999,859,806,654,762,1700,1508,1531,1596,1,0,0,1,1,-0.016751824951722245,-0.022134966164672972,5.551309829115564,-33,-6,-22,0,0,-1,32.4,-8,-3,2
50308,18742179,-8,-5,2,-6,3,-24,-11,-5,0,0,0,1,0,-1,1324,0,0,-2,324,371,230,758,6,3,-3,7,-1,-7,12,93,1920,1,0,0,33,0,0,0,1999,846,788,670,774,1695,1500,1523,1596,1,0,0,1,1,-0.016545434723917056,-0.022059381054392955,5.551357700070869,-25,-7,-22,0,0,-2,32.4,-6,-3,1
50312,18743173,-7,-3,2,-6,3,-24,-2,-2,0,0,0,1,0,-1,1324,0,0,-1,324,371,230,758,5,2,-2,4,5,5,7,60,1921,1,0,0,33,0,0,0,1999,837,760,697,784,1709,1519,1535,1583,1,0,0,1,1,-0.01638329792519269,-0.021996528368355087,5.5513903390391635,-15,-2,-22,0,0,-1,32.4,-5,-2,1
50316,18744284,-3,-2,2,-6,3,-24,6,5,0,0,0,1,0,-1,1324,0,0,-1,324,371,230,758,3,1,-3,-6,0,-9,16,74,1915,1,0,0,33,0,0,0,1999,828,724,736,789,1714,1508,1511,1596,1,0,0,1,1,-0.01623810186339303,-0.021956868703425347,5.551444879647382,-3,6,-22,0,0,-1,32.4,-3,-1,2
50320,18745276,-3,-3,3,-6,3,-23,11,4,0,0,1,1,0,-1,1324,0,0,-1,324,371,230,758,3,2,-2,13,6,0,20,28,1918,1,0,0,33,0,0,0,1999,814,720,742,802,1714,1511,1508,1592,1,0,0,1,1,-0.01613729006429217,-0.021904859340087873,5.5514783269197725,2,4,-19,0,0,-1,32.4,-3,-2,1
50324,18746268,-5,-2,3,-6,3,-23,6,3,0,0,1,1,0,-1,1324,0,0,0,324,371,230,758,4,2,-3,0,3,-3,17,30,1926,1,0,0,33,0,0,0,1999,826,736,728,788,1714,1508,1511,1579,1,0,0,1,1,-0.01601723432200637,-0.02185061782120353,5.551529178963588,-5,4,-19,0,0,0,32.4,-4,-2,3
50328,18747262,-6,-3,3,-6,3,-23,1,1,0,0,1,1,0,-1,1324,0,0,0,324,371,230,758,4,2,-2,0,-2,-3,28,-22,1919,1,0,0,33,0,0,0,1999,829,752,713,784,1714,1496,1531,1579,1,0,0,1,1,-0.015940059887387174,-0.02180517762853626,5.5515648607140164,-11,1,-19,0,0,0,32.4,-4,-2,2
50332,18748252,-4,0,3,-7,3,-23,1,5,0,0,0,1,0,-2,1324,0,0,-1,324,372,230,758,3,0,-3,-2,0,3,35,-30,1913,1,0,0,33,0,0,0,1999,839,735,729,774,1724,1511,1523,1567,1,0,0,1,1,-0.015886771738151544,-0.021800521864286656,5.551617111950563,-10,8,-20,0,0,-1,32.4,-3,0,2
50336,18749248,3,0,3,-7,3,-23,15,7,0,0,0,1,0,-2,1323,0,0,-1,323,372,230,758,-1,0,-2,-17,-6,-7,35,-30,1913,1,0,0,33,0,0,0,1999,803,688,771,809,1709,1511,1523,1596,1,0,0,1,1,-0.015903050274963762,-0.021795602587408484,5.551652289686604,11,10,-20,0,0,-1,32.3,1,0,1
50340,18750239,5,0,2,-7,3,-23,23,6,0,0,0,1,0,-2,1323,0,0,-1,323,372,230,758,-3,0,-1,7,3,3,36,-101,1890,1,0,0,33,0,0,0,1999,783,670,784,833,1714,1511,1508,1596,1,0,0,1,1,-0.016012301773231433,-0.02179161683681252,5.551673714465427,21,9,-21,0,0,-1,32.3,3,0,0
50344,18751231,12,0,1,-6,3,-23,33,4,0,0,0,1,0,-2,1324,0,0,-1,323,372,224,758,-8,0,-2,-25,0,-6,41,-107,1886,1,0,0,33,0,0,0,1999,750,641,815,870,1695,1511,1523,1571,1,0,0,1,1,-0.016212445616776778,-0.021792062871377648,5.551712453812628,39,7,-22,0,0,-1,32.3,8,0,1
50348,18752223,10,-1,1,-6,3,-23,31,2,0,0,0,1,0,-3,1324,0,0,-1,324,372,224,758,-6,1,-2,10,3,1,33,-163,1868,1,0,0,33,0,0,0,1999,752,654,801,869,1695,1511,1508,1592,1,0,0,1,1,-0.01642360374258486,-0.021769012371405598,5.551754968435688,35,4,-22,0,0,-1,32.4,6,-1,1
50352,18753216,12,0,1,-6,3,-23,25,2,0,0,0,1,0,-3,1323,0,0,-2,323,372,224,758,-7,0,-2,-20,-4,-1,30,-161,1868,1,0,0,33,0,0,0,1999,763,660,793,857,1700,1500,1542,1596,1,0,0,1,1,-0.016650238916981017,-0.02176084439777072,5.551797304348926,31,5,-22,0,0,-2,32.3,7,0,0
50356,18754208,12,2,0,-6,3,-23,20,6,0,0,0,1,0,-2,1323,0,0,-2,323,372,224,758,-8,-1,-1,-1,-4,-4,22,-143,1842,1,0,0,33,0,0,0,1999,782,655,794,839,1695,1496,1558,1596,1,0,0,1,1,-0.01687977118193291,-0.021763634693644507,5.551821514279141,26,11,-23,0,0,-2,32.3,8,1,-1
50360,18755203,18,4,0,-6,3,-23,24,9,0,0,0,1,0,-2,1323,0,0,-1,323,372,224,758,-11,-2,-2,-21,0,2,29,-115,1839,1,0,0,33,0,0,0,1999,774,626,822,848,1695,1474,1571,1596,1,0,0,1,1,-0.01713824273068654,-0.021789878415676506,5.551860863319286,36,16,-23,0,0,-1,32.3,11,2,1
50364,18756318,18,4,0,-5,3,-23,26,12,0,0,0,1,1,-1,1323,0,0,-1,323,372,224,758,-12,-3,-1,-1,-4,-5,28,-98,1825,1,0,0,33,0,0,0,1999,775,617,833,846,1695,1474,1546,1596,1,0,0,1,1,-0.017425444271817633,-0.021838875458768513,5.551883637427938,39,19,-23,0,0,-1,32.3,12,3,0
50368,18757312,16,2,0,-5,3,-23,16,5,0,0,0,1,1,-1,1324,0,0,-1,324,372,224,758,-11,-1,-1,-17,2,3,44,-93,1859,1,0,0,33,0,0,0,1999,780,655,798,842,1685,1463,1579,1579,1,0,0,1,1,-0.017665061028660112,-0.021859245110919998,5.551903705775255,27,10,-23,0,0,-1,32.4,11,1,0
50372,18758302,15,3,0,-5,3,-23,9,4,0,0,0,1,-1,-1,1324,0,0,-1,324,372,224,758,-10,-2,-1,7,1,-1,36,-64,1847,1,0,0,33,0,0,0,1999,797,670,785,826,1695,1467,1542,1587,1,0,0,1,1,-0.017862820944017442,-0.0218904643535034,5.551922324775745,19,10,-23,0,0,-1,32.4,10,2,0
50376,18759294,13,-1,0,-5,3,-23,-2,-3,0,0,0,1,-1,-1,1323,0,0,0,323,372,224,758,-8,0,-1,-11,2,-5,41,-74,1892,1,0,0,33,0,0,0,1999,796,716,736,825,1695,1474,1558,1596,1,0,0,1,1,-0.01803354460484247,-0.021890411790726233,5.5519418155776945,6,-1,-23,0,0,0,32.3,8,0,1
50380,18760286,9,-1,0,-4,3,-23,-9,-7,0,0,0,1,0,-1,1323,0,0,0,323,372,224,758,-6,0,-1,0,2,4,35,-51,1832,1,0,0,33,0,0,0,1999,808,744,709,812,1695,1446,1567,1592,1,0,0,1,1,-0.018151551295367645,-0.021886544888387705,5.551960415500959,-4,-5,-23,0,0,0,32.3,6,0,1
50384,18761279,7,-3,1,-4,3,-23,-18,-11,0,0,0,1,0,-1,1324,0,0,0,324,372,224,758,-4,2,-1,-16,-4,-7,35,-51,1832,1,0,0,33,0,0,0,1999,817,777,679,804,1681,1474,1579,1600,1,0,0,1,1,-0.01823486451611536,-0.02184808017221686,5.551979652639941,-15,-11,-22,0,0,0,32.4,4,-2,1
50388,18762389,9,1,1,-4,3,-23,-13,-5,0,0,0,1,1,-1,1324,0,0,0,324,372,224,758,-5,-1,-1,-4,0,6,48,-66,1826,1,0,0,33,0,0,0,1999,825,748,711,796,1685,1453,1592,1587,1,0,0,1,1,-0.01835786957711123,-0.021874370456201764,5.551999905459947,-8,-1,-22,0,0,0,32.4,5,1,1
50392,18763381,8,0,1,-4,3,-23,-11,-2,0,0,0,1,1,-1,1324,0,0,0,324,372,224,758,-5,0,-1,4,1,-7,49,-37,1785,1,0,0,33,0,0,0,1999,828,742,717,794,1685,1446,1558,1592,1,0,0,1,1,-0.018447385962416563,-0.02188280422565327,5.552016800364013,-7,1,-22,0,0,0,32.4,5,0,1
50396,18764373,8,2,1,-4,3,-23,-6,2,0,0,0,1,0,-1,1324,0,0,0,324,372,224,758,-5,-1,0,-10,-4,5,48,-43,1756,1,0,0,33,0,0,0,1999,830,717,741,792,1681,1446,1558,1592,1,0,0,1,1,-0.018542497921676147,-0.021907894160186885,5.552016429152126,-2,7,-22,0,0,0,32.4,5,1,0
50400,18765370,4,1,0,-4,3,-23,-12,3,0,0,0,1,0,-1,1324,0,0,0,324,372,224,758,-2,0,-1,30,6,1,41,-24,1693,1,0,0,33,0,0,0,1999,847,738,719,777,1695,1467,1558,1592,1,0,0,1,1,-0.018576918571145615,-0.021908217400619465,5.552033831258262,-12,7,-23,0,0,0,32.4,2,0,1
50404,18766358,4,2,0,-4,3,-23,-13,3,0,0,0,1,0,-1,1324,0,0,0,324,372,224,758,-2,-1,0,-40,-9,-5,54,-64,1732,1,0,0,33,0,0,0,1999,855,737,718,770,1695,1478,1558,1592,1,0,0,1,1,-0.018611413311709027,-0.02192545826721303,5.552033510267283,-13,8,-23,0,0,0,32.4,2,1,0
50408,18767353,2,-1,0,-4,3,-23,-14,0,0,0,0,1,0,-1,1324,0,0,0,324,372,224,758,-1,1,0,37,9,7,57,-61,1664,1,0,0,33,0,0,0,1999,846,752,703,780,1685,1463,1554,1596,1,0,0,1,1,-0.018628772246792682,-0.021908095254345738,5.552033833834087,-16,2,-23,0,0,0,32.4,1,-1,0
50412,18768344,-2,-1,0,-4,3,-23,-19,-4,0,0,0,1,0,-2,1324,0,0,-1,324,370,224,758,2,1,0,-24,-1,-6,70,-110,1690,1,0,0,33,0,0,0,1999,856,775,678,770,1685,1456,1567,1587,1,0,0,1,1,-0.018594172777241832,-0.021890802031397986,5.552034155501517,-25,-2,-23,0,0,-1,32.4,-2,-1,-1
50416,18769340,-5,-1,-1,-4,3,-23,-24,-3,0,0,0,1,0,-2,1323,0,0,-1,323,370,224,758,4,1,0,19,2,6,76,-123,1623,1,0,0,33,0,0,0,1999,871,787,661,754,1681,1453,1571,1596,1,0,0,1,1,-0.01852463181258567,-0.021873421534638594,5.552034477582824,-33,-1,-24,0,0,-1,32.3,-4,-1,-1
50420,18770328,-6,-1,-1,-4,3,-23,-25,-4,0,0,0,1,0,-1,1323,0,0,-1,323,370,224,759,5,1,0,8,4,-4,88,-125,1660,1,0,0,33,0,0,0,1999,877,792,655,748,1695,1474,1546,1587,1,0,0,1,1,-0.018438405594926717,-0.021856180612784697,5.5520347955900355,-35,-2,-24,0,0,-1,32.3,-5,-1,-1
50424,18771324,-1,-1,-1,-4,3,-23,-13,-2,0,0,0,1,0,-1,1324,0,0,-1,324,370,226,759,1,1,0,-13,-5,0,69,-120,1637,1,0,0,33,0,0,0,1999,851,757,691,778,1695,1474,1554,1587,1,0,0,1,1,-0.018421015118825386,-0.021838800082753584,5.552035115869756,-18,0,-24,0,0,-1,32.4,-1,-1,-1
50428,18772312,-5,-2,-1,-4,3,-23,-7,-5,0,0,0,1,0,-1,1324,0,0,-1,324,370,226,759,4,2,0,25,7,1,79,-102,1644,1,0,0,33,0,0,0,1999,838,763,687,793,1700,1463,1579,1592,1,0,0,1,1,-0.01835202589407875,-0.021804318184251,5.552035748904454,-16,-4,-24,0,0,-1,32.4,-4,-2,-1
50432,18773305,-3,-1,-1,-4,3,-23,-5,-2,0,0,0,1,0,-1,1325,0,0,0,325,370,226,759,2,1,0,-18,-5,-2,79,-102,1644,1,0,0,33,0,0,0,1999,841,749,705,793,1685,1463,1558,1596,1,0,0,1,1,-0.018317356735169106,-0.021786989972215263,5.552036066422476,-12,0,-24,0,0,0,32.5,-2,-1,0
50436,18774297,-5,-3,-1,-4,3,-23,-4,-5,0,0,0,0,1,-3,1325,0,0,-1,325,370,226,759,4,2,-1,21,4,3,77,-75,1601,1,0,0,33,0,0,0,1999,833,763,692,800,1700,1474,1558,1587,1,0,0,1,1,-0.018247711700472267,-0.021752684325540655,5.552054013299974,-13,-5,-24,0,0,-1,32.5,-4,-2,0
50440,18775425,-5,-1,-1,-4,3,-23,-6,-3,0,0,0,0,1,-3,1324,0,0,-1,325,370,226,759,3,1,0,-7,0,-2,79,-76,1613,1,0,0,33,0,0,0,1999,843,757,694,789,1695,1463,1546,1596,1,0,0,1,1,-0.01818864197198865,-0.021733000268034302,5.552054371450466,-15,-1,-24,0,0,-1,32.5,-3,-1,-1
50444,18776404,-3,-2,-1,-4,3,-23,1,-2,0,0,0,0,0,-1,1324,0,0,-2,324,370,226,759,2,1,-1,3,0,0,71,-50,1600,1,0,0,33,0,0,0,1999,827,735,713,805,1695,1478,1542,1592,1,0,0,1,1,-0.018154090630814468,-0.02171622649131241,5.552071769694696,-6,-1,-24,0,0,-2,32.4,-2,-1,-1
50448,18777396,-5,-1,-1,-4,3,-23,-2,0,0,0,0,0,0,-1,1323,0,0,-1,323,370,226,759,3,1,0,11,8,-1,77,-34,1619,1,0,0,33,0,0,0,1999,839,739,706,790,1695,1478,1546,1600,1,0,0,1,1,-0.018102142828109992,-0.02169891566179287,5.55207208316595,-11,2,-24,0,0,-1,32.3,-3,-1,-1
